2020-10-01,45
2020-10-15,42
2020-11-02,55
2020-11-16,62
2020-11-30,65
2020-12-15,68
2020-12-31,65
2021-01-15,58
2021-01-29,60
2021-02-12,62
2021-02-26,65
2021-03-15,68
2021-03-31,65
2021-04-15,63
2021-04-30,66
2021-05-14,60
2021-05-28,63
2021-06-15,70
2021-06-30,67
2021-07-15,62
2021-07-30,55
2021-08-13,50
2021-08-27,52
2021-09-15,45
2021-09-30,48
2021-10-15,55
2021-10-29,58
2021-11-15,72
2021-11-30,70
2021-12-15,68
2021-12-31,65
2022-01-14,55
2022-01-28,42
2022-02-14,38
2022-02-28,35
2022-03-14,30
2022-03-28,38
2022-04-14,32
2022-04-28,28
2022-05-13,25
2022-05-27,22
2022-06-14,20
2022-06-30,28
2022-07-15,35
2022-07-29,42
2022-08-12,38
2022-08-26,35
2022-09-14,25
2022-09-30,28
2022-10-14,30
2022-10-28,35
2022-11-14,32
2022-11-30,35
2022-12-15,30
2022-12-30,32
2023-01-13,42
2023-01-27,48
2023-02-14,52
2023-02-28,50
2023-03-15,48
2023-03-30,45
2023-04-14,52
2023-04-28,55
2023-05-12,48
2023-05-26,45
2023-06-14,55
2023-06-30,60
2023-07-14,58
2023-07-28,55
2023-08-14,50
2023-08-28,48
2023-09-14,42
2023-09-28,38
2023-10-13,35
2023-10-27,42
2023-11-14,55
2023-11-28,62
2023-12-14,68
2023-12-28,65
2024-01-12,62
2024-01-26,65
2024-02-09,68
2024-02-23,72
2024-03-08,70
2024-03-22,65
2024-04-05,60
2024-04-19,55
2024-05-03,52
2024-05-17,58
2024-05-31,60
2024-06-14,55
2024-06-28,58
2024-07-12,52
2024-07-26,50
2024-08-09,48
2024-08-23,52
2024-09-06,55
2024-09-20,58
2024-10-04,55
2024-10-18,60
2024-11-01,65
2024-11-15,72
2024-11-29,78
2024-12-13,75
2024-12-27,70
2025-01-10,62
2025-01-24,55
2025-02-07,48
2025-02-21,40
2025-03-07,32
2025-03-21,25
2025-04-04,18
2025-04-17,22
