2016-01,1940.24
2016-02,1932.23
2016-03,2059.82
2016-04,2065.30
2016-05,2096.95
2016-06,2098.67
2016-07,2173.60
2016-08,2170.95
2016-09,2168.27
2016-10,2126.15
2016-11,2198.81
2016-12,2238.83
2017-01,2278.87
2017-02,2363.64
2017-03,2342.40
2017-04,2384.20
2017-05,2411.80
2017-06,2423.41
2017-07,2431.39
2017-08,2451.77
2017-09,2519.36
2017-10,2519.36
2017-11,2584.62
2017-12,2673.61
2018-01,2823.81
2018-02,2715.22
2018-03,2640.87
2018-04,2648.05
2018-05,2705.27
2018-06,2718.37
2018-07,2816.29
2018-08,2901.52
2018-09,2913.98
2018-10,2711.74
2018-11,2760.17
2018-12,2506.85
2019-01,2704.10
2019-02,2784.49
2019-03,2834.40
2019-04,2945.83
2019-05,2752.06
2019-06,2941.76
2019-07,2980.88
2019-08,2976.61
2019-09,2976.74
2019-10,3037.56
2019-11,3140.98
2019-12,3230.78
2020-01,3225.52
2020-02,2954.22
2020-03,2584.59
2020-04,2912.43
2020-05,3044.31
2020-06,3100.29
2020-07,3271.12
2020-08,3508.01
2020-09,3363.08
2020-10,3269.96
2020-11,3621.00
2020-12,3756.07
2021-01,3714.24
2021-02,3811.15
2021-03,3943.34
2021-04,4066.91
2021-05,4204.11
2021-06,4297.50
2021-07,4395.26
2021-08,4522.68
2021-09,4430.00
2021-10,4605.16
2021-11,4613.67
2021-12,4766.18
2022-01,4515.55
2022-02,4365.69
2022-03,4530.41
2022-04,4132.15
2022-05,4155.38
2022-06,3785.38
2022-07,4105.38
2022-08,3955.00
2022-09,3585.62
2022-10,3871.29
2022-11,3949.94
2022-12,3839.50
2023-01,4076.60
2023-02,3940.59
2023-03,4109.02
2023-04,4164.75
2023-05,4205.45
2023-06,4376.86
2023-07,4515.77
2023-08,4505.42
2023-09,4288.05
2023-10,4193.80
2023-11,4515.77
2023-12,4769.83
2024-01,4845.65
2024-02,5070.23
2024-03,5130.55
2024-04,5035.69
2024-05,5277.51
2024-06,5460.48
2024-07,5522.30
2024-08,5648.40
2024-09,5762.48
2024-10,5715.69
2024-11,5886.73
2024-12,5881.62
2025-01,6049.06
2025-02,5944.50
2025-03,5600.83
2025-04,5539.06
